gebaeude_id,region,gebaeudetyp,wohnflaeche_m2,baujahr,renovierungsjahr,anzahl_personen,isolationsstandard,fenster_typ,heizungsart,avg_innentemp_c,heizgradtage,warmwasseranteil,lueftungsanlage,eta_heizung,pv_kwp,smart_meter,jahresenergieverbrauch_kwh,verbrauch_kwh_pro_m2,effizienzklasse
201,nord,mehrfamilienhaus,123.2,1998,,1,2,zweifach,waermepumpe,21.3,3980,0.126,1,2.63,7.99,1,8659,70.29,B
202,ost,einfamilienhaus,188.8,1951,,4,1,zweifach,waermepumpe,20.5,2546,0.176,0,3.7,0.0,0,20564,108.89,C
203,west,halle,143.2,2023,2025.0,4,4,alt,waermepumpe,18.7,2372,0.225,1,3.14,0.0,1,9201,64.23,B
204,nord,einfamilienhaus,152.3,1953,,1,1,dreifach,gas,18.8,3040,0.144,0,0.91,,0,13605,89.36,B
205,sued,einfamilienhaus,249.8,1975,1992.0,4,1,zweifach,gas,18.9,3234,0.186,0,0.81,0.0,1,37927,151.84,C
206,west,mehrfamilienhaus,91.9,2019,2025.0,1,3,alt,oel,20.4,3159,0.273,0,0.8,0.0,1,6147,66.92,B
207,west,einfamilienhaus,55.4,1961,1977.0,1,2,zweifach,waermepumpe,21.1,2705,0.09,0,2.62,0.0,0,3712,67.0,B
208,ost,mehrfamilienhaus,241.3,1955,,5,1,zweifach,gas,21.2,2846,0.234,0,0.86,0.0,1,18480,76.57,B
209,west,einfamilienhaus,188.9,2005,2025.0,3,3,zweifach,gas,20.1,2665,0.199,0,,0.0,0,9655,51.1,B
210,sued,einfamilienhaus,307.5,1955,1972.0,5,1,alt,waermepumpe,21.4,2515,0.243,1,3.92,0.0,0,22354,72.71,B
211,sued,schule,119.3,2017,2025.0,1,2,zweifach,gas,22.6,3493,0.228,0,0.88,0.0,1,12506,104.8,C
212,west,schule,164.8,1983,,2,1,dreifach,fernwaerme,20.8,3050,0.147,1,1.02,7.27,0,11837,71.83,B
213,nord,mehrfamilienhaus,180.0,2015,,5,3,dreifach,gas,20.9,3969,0.18,0,0.79,0.0,0,14109,78.38,B
214,west,halle,130.0,1968,1997.0,2,1,dreifach,fernwaerme,18.3,2788,0.107,0,0.97,7.01,0,13061,100.46,C
215,sued,einfamilienhaus,112.6,1960,,1,1,zweifach,oel,20.3,3122,0.154,0,0.79,0.0,1,14249,126.6,C
216,west,einfamilienhaus,247.0,2022,2025.0,4,3,zweifach,waermepumpe,20.7,3179,0.181,1,3.54,0.0,1,18086,73.21,B
217,west,schule,88.0,2007,,1,3,dreifach,waermepumpe,22.9,3408,0.195,1,3.2,0.0,1,6957,79.06,B
218,sued,mehrfamilienhaus,104.4,2018,,1,3,zweifach,gas,21.6,3039,0.219,0,0.87,5.4,1,9242,88.56,B
219,nord,buero,162.3,1973,1981.0,4,2,dreifach,waermepumpe,21.5,3695,0.259,0,3.97,0.0,1,9834,60.61,B
220,ost,einfamilienhaus,260.5,1980,2013.0,4,2,zweifach,waermepumpe,20.0,3294,0.158,0,3.46,0.0,1,23771,91.25,B
221,west,einfamilienhaus,133.9,1993,2000.0,5,2,dreifach,waermepumpe,19.4,2718,0.237,0,2.89,0.0,1,8716,65.11,B
222,sued,einfamilienhaus,126.3,1983,2022.0,2,1,dreifach,pellet,21.0,3206,0.193,0,0.9,0.0,0,10434,82.63,B
223,west,halle,157.9,1968,1996.0,3,2,dreifach,waermepumpe,20.0,3064,0.115,0,2.98,3.36,1,9067,57.43,B
224,ost,einfamilienhaus,203.5,1978,1990.0,4,2,dreifach,gas,22.6,2828,0.172,0,0.87,0.0,0,15136,74.38,B
225,sued,mehrfamilienhaus,146.8,1995,,1,3,zweifach,oel,17.6,3193,0.186,1,0.79,0.0,0,12191,83.06,B
226,west,einfamilienhaus,276.2,1952,,5,1,zweifach,gas,23.4,3423,0.138,1,0.87,0.0,0,38337,138.81,C
227,west,mehrfamilienhaus,281.7,1975,,5,1,zweifach,fernwaerme,21.0,2931,0.128,0,0.88,0.0,0,22539,80.01,B
228,ost,einfamilienhaus,162.3,1971,2003.0,4,2,dreifach,pellet,21.6,2977,0.126,0,0.83,0.0,1,8571,52.82,B
229,nord,buero,392.8,1955,,8,1,zweifach,fernwaerme,18.4,2865,0.153,0,0.95,11.16,0,40697,103.61,C
230,west,mehrfamilienhaus,178.1,1959,1961.0,2,1,zweifach,gas,20.2,2468,0.137,0,0.92,4.37,1,11979,67.25,B
231,west,einfamilienhaus,277.2,1987,2014.0,6,2,zweifach,pellet,21.5,3015,0.242,0,0.92,6.13,0,25163,90.77,B
232,ost,einfamilienhaus,200.9,1957,1970.0,3,1,zweifach,waermepumpe,19.1,3377,0.057,0,2.67,0.0,1,22088,109.96,C
233,sued,einfamilienhaus,199.1,1975,2011.0,2,2,dreifach,gas,17.0,2749,0.186,0,0.96,0.0,0,15579,78.23,B
234,nord,mehrfamilienhaus,79.3,1992,2000.0,2,1,dreifach,waermepumpe,20.9,3850,0.206,0,2.95,0.0,1,5924,74.66,B
235,ost,buero,100.4,2015,2016.0,1,2,zweifach,gas,20.4,3028,0.132,0,0.85,0.0,0,8090,80.55,B
236,nord,einfamilienhaus,150.3,1957,,4,1,zweifach,fernwaerme,22.2,3280,0.168,0,0.93,0.0,1,18405,122.47,C
237,nord,mehrfamilienhaus,280.7,1982,2004.0,5,3,dreifach,oel,20.3,3249,0.163,0,0.85,0.0,1,17744,63.22,B
238,west,einfamilienhaus,202.2,1957,,4,2,dreifach,pellet,20.4,3444,0.176,0,0.94,0.0,1,20315,100.47,C
239,ost,buero,150.9,1982,1992.0,4,1,alt,gas,21.3,2764,0.213,0,0.89,0.0,1,15829,104.88,C
240,west,halle,228.1,1986,2005.0,5,3,dreifach,gas,19.7,3055,0.209,0,0.86,0.0,0,20318,89.09,B
241,sued,buero,275.8,2009,,6,3,alt,waermepumpe,19.6,2758,0.15,0,2.76,0.0,0,16701,60.56,B
242,nord,einfamilienhaus,173.0,1983,,5,1,alt,waermepumpe,21.6,3153,0.105,0,2.49,0.0,0,20823,120.36,C
243,ost,einfamilienhaus,191.1,2020,2025.0,4,1,alt,gas,19.9,3112,0.188,0,0.93,0.0,0,23686,123.93,C
244,nord,halle,180.0,1960,1973.0,3,1,dreifach,gas,18.5,3310,0.147,1,0.87,0.0,0,20953,116.43,C
245,sued,einfamilienhaus,168.0,1953,,4,2,dreifach,pellet,21.3,3318,0.154,0,0.94,0.0,1,16754,99.73,B
246,west,mehrfamilienhaus,118.8,1950,,2,2,dreifach,waermepumpe,21.5,3096,0.191,1,3.59,0.0,1,6058,51.01,B
247,west,schule,114.6,1976,2013.0,2,1,zweifach,gas,21.3,3294,0.158,0,,0.0,1,13022,113.62,C
248,west,buero,227.4,1964,1998.0,6,2,zweifach,gas,19.2,3160,0.195,0,0.9,0.0,1,24381,107.22,C
249,west,mehrfamilienhaus,278.3,1956,1962.0,7,1,alt,oel,18.3,3591,0.306,1,0.74,0.0,0,42365,152.24,C
250,west,mehrfamilienhaus,150.8,1967,,3,1,dreifach,waermepumpe,20.3,2994,0.214,1,3.5,6.46,0,10844,71.92,B
251,sued,schule,149.2,2023,2025.0,2,3,zweifach,fernwaerme,22.1,2845,0.247,0,1.0,0.0,1,11277,75.59,B
252,sued,einfamilienhaus,70.4,2010,2025.0,3,3,zweifach,waermepumpe,21.0,3211,0.206,0,2.56,6.18,0,3507,49.82,A
253,ost,schule,65.1,1951,1974.0,2,2,zweifach,gas,21.2,2989,0.184,0,0.85,4.9,0,6966,106.95,C
254,nord,einfamilienhaus,312.0,2018,2025.0,6,3,zweifach,waermepumpe,20.5,3524,0.206,1,3.27,4.79,1,25297,81.08,B
255,sued,buero,122.3,1965,2004.0,2,1,dreifach,gas,20.9,3768,0.204,0,0.88,0.0,0,11264,92.1,B
256,sued,schule,467.5,1980,1984.0,8,2,dreifach,waermepumpe,19.7,2607,0.223,0,3.47,0.0,0,28400,60.75,B
257,nord,mehrfamilienhaus,132.2,1974,,2,2,dreifach,gas,21.4,3886,0.183,0,0.91,0.0,0,11170,84.48,B
258,west,einfamilienhaus,80.5,1980,,1,1,zweifach,gas,21.5,2928,0.115,1,0.9,0.0,1,8913,110.74,C
259,nord,einfamilienhaus,180.6,2007,2025.0,3,1,zweifach,gas,20.1,3818,0.107,0,0.85,0.0,0,16914,93.65,B
260,sued,buero,245.7,2003,,4,3,zweifach,gas,21.0,3190,0.203,0,0.83,0.0,1,18796,76.51,B
261,west,mehrfamilienhaus,233.0,1994,2003.0,3,2,zweifach,oel,18.4,3310,0.124,1,0.78,0.0,0,22868,98.15,B
262,ost,einfamilienhaus,257.2,1997,2006.0,5,1,dreifach,fernwaerme,20.7,3047,0.214,1,0.91,,1,18521,72.02,B
263,west,buero,108.1,2004,2016.0,3,2,zweifach,waermepumpe,20.3,3012,0.247,0,3.23,5.16,1,5590,51.72,B
264,west,schule,308.5,1963,,6,2,alt,fernwaerme,22.4,2847,0.169,0,0.91,0.0,0,35539,115.21,C
265,sued,buero,317.1,1979,,5,2,dreifach,fernwaerme,20.3,2952,0.241,0,,,1,22664,71.48,B
266,west,mehrfamilienhaus,323.7,1958,1984.0,6,1,zweifach,gas,21.5,3036,0.193,0,0.9,4.01,0,30966,95.68,B
267,sued,halle,194.2,2002,2025.0,3,3,zweifach,waermepumpe,18.0,3017,0.181,1,2.33,0.0,0,11156,57.45,B
268,sued,buero,145.4,1982,,1,2,zweifach,gas,17.8,2456,0.184,0,0.89,0.0,0,11629,79.95,B
269,sued,einfamilienhaus,139.5,1997,2025.0,3,2,zweifach,gas,20.2,2958,0.138,0,0.83,0.0,0,10016,71.79,B
270,ost,halle,80.3,1992,,2,2,alt,gas,18.7,3542,0.132,1,0.97,0.0,1,13250,165.02,C
271,ost,mehrfamilienhaus,133.6,1970,,5,2,dreifach,gas,20.7,3430,0.098,0,0.86,4.38,1,13648,102.18,C
272,nord,schule,53.9,1960,1975.0,3,1,dreifach,fernwaerme,21.1,3358,0.143,1,0.96,7.23,1,4154,77.06,B
273,ost,buero,75.6,2022,2025.0,2,3,dreifach,gas,19.9,3997,0.287,0,0.89,0.0,0,4737,62.64,B
274,west,mehrfamilienhaus,193.3,1971,1990.0,4,1,alt,gas,20.1,2898,0.105,0,0.8,0.0,1,24303,125.75,C
275,west,einfamilienhaus,153.2,1958,1987.0,3,1,alt,waermepumpe,19.1,3070,0.121,0,3.39,0.0,1,18321,119.62,C
276,west,einfamilienhaus,189.4,1972,2000.0,2,1,zweifach,gas,18.1,2592,0.14,0,0.86,5.82,0,23232,122.65,C
277,nord,einfamilienhaus,236.9,2017,,2,2,zweifach,fernwaerme,20.4,3209,0.142,1,,0.0,1,29466,124.37,C
278,sued,mehrfamilienhaus,205.6,1969,1972.0,2,2,zweifach,gas,19.6,3576,0.193,0,0.93,0.0,1,15419,74.99,B
279,sued,buero,197.6,2024,,3,3,zweifach,waermepumpe,21.8,2822,0.149,0,3.59,2.52,1,14953,75.68,B
280,nord,einfamilienhaus,165.6,1984,2017.0,1,2,dreifach,waermepumpe,17.9,2815,0.17,0,2.39,0.0,1,9643,58.21,B
281,sued,einfamilienhaus,120.3,2014,2025.0,1,1,zweifach,gas,20.8,3255,0.138,0,0.92,0.0,0,13193,109.69,C
282,ost,mehrfamilienhaus,94.3,1998,2003.0,1,2,dreifach,waermepumpe,23.0,3236,0.156,1,3.77,5.06,1,6111,64.83,B
283,west,einfamilienhaus,135.2,1953,,2,1,zweifach,oel,20.3,3391,0.177,0,0.8,0.0,1,18817,139.19,C
284,ost,einfamilienhaus,166.9,1988,1998.0,2,2,dreifach,gas,20.5,2996,0.173,0,0.91,0.0,1,16024,96.0,B
285,west,einfamilienhaus,176.6,1981,2020.0,3,1,zweifach,waermepumpe,21.0,2748,0.279,0,3.18,0.0,0,12453,70.5,B
286,west,mehrfamilienhaus,257.4,1965,2004.0,6,1,zweifach,waermepumpe,21.1,3036,0.179,0,3.04,0.0,0,18715,72.7,B
287,sued,mehrfamilienhaus,160.1,1991,2016.0,3,2,alt,gas,20.0,3144,0.17,0,0.89,5.36,0,17313,108.14,C
288,nord,buero,221.1,1957,1964.0,3,2,zweifach,gas,19.3,3325,0.055,1,0.95,0.0,0,20362,92.1,B
289,ost,einfamilienhaus,85.1,2002,2025.0,1,2,dreifach,gas,,3236,0.192,1,0.82,9.17,1,7522,88.34,B
290,west,einfamilienhaus,194.5,2011,2015.0,3,1,alt,fernwaerme,18.2,2912,0.081,1,0.95,,1,20545,105.61,C
291,nord,buero,188.2,1956,1969.0,2,1,zweifach,pellet,21.5,3499,0.208,0,0.92,2.86,1,19347,102.77,C
292,nord,halle,308.5,1985,2010.0,4,1,zweifach,oel,18.0,3349,0.187,0,0.83,0.0,0,43576,141.25,C
293,west,einfamilienhaus,153.2,1999,2001.0,4,3,zweifach,pellet,20.5,2853,0.22,1,0.89,0.0,1,9812,64.04,B
294,west,buero,150.2,1954,1969.0,2,1,zweifach,gas,19.9,3149,0.148,0,0.88,4.24,0,12939,86.12,B
295,sued,buero,237.7,1979,2010.0,3,1,alt,waermepumpe,22.2,2815,0.181,1,3.45,0.0,0,23945,100.74,C
296,nord,schule,97.5,1969,1972.0,2,2,dreifach,pellet,21.2,3566,0.214,0,0.92,0.0,0,7032,72.11,B
297,sued,einfamilienhaus,192.2,1952,1966.0,3,1,zweifach,waermepumpe,20.1,3256,0.134,1,3.82,6.29,1,23866,124.18,C
298,west,einfamilienhaus,95.3,2010,2010.0,1,3,dreifach,gas,20.1,3276,0.211,1,0.94,0.0,1,6902,72.41,B
299,ost,einfamilienhaus,373.8,1983,2009.0,6,1,alt,gas,20.3,2528,0.208,0,0.81,0.0,1,39037,104.44,C
300,nord,buero,141.2,2006,2009.0,3,1,zweifach,gas,23.4,3012,0.173,1,0.8,0.0,0,14242,100.88,C
301,nord,buero,92.6,1994,2005.0,2,3,zweifach,fernwaerme,18.9,3127,0.259,0,0.89,0.0,0,4371,47.23,A
302,sued,einfamilienhaus,134.7,2015,2025.0,5,3,alt,pellet,21.8,2671,0.206,0,0.88,11.58,1,9461,70.22,B
303,ost,einfamilienhaus,192.7,2024,,5,3,dreifach,gas,21.2,2910,0.096,0,0.95,2.49,1,13600,70.56,B
304,west,einfamilienhaus,217.9,1995,,5,1,zweifach,gas,22.3,3424,0.229,1,0.81,0.0,1,23582,108.23,C
305,ost,mehrfamilienhaus,300.9,1976,,8,2,dreifach,gas,21.3,3345,0.147,0,0.87,0.0,0,23536,78.23,B
306,nord,schule,127.4,1981,2012.0,3,1,zweifach,fernwaerme,20.9,3202,0.22,0,0.96,0.0,0,16123,126.59,C
307,west,einfamilienhaus,242.7,2011,2014.0,4,3,dreifach,fernwaerme,21.7,3307,0.195,0,0.87,0.0,1,17981,74.08,B
308,west,mehrfamilienhaus,75.7,1981,2015.0,2,3,dreifach,gas,20.8,3215,0.05,1,0.94,,0,4709,62.25,B
309,sued,mehrfamilienhaus,104.7,1988,,1,2,zweifach,waermepumpe,21.4,2938,0.21,1,3.37,7.46,0,5529,52.82,B
310,west,buero,86.2,1964,1969.0,2,1,dreifach,gas,22.2,3502,0.169,1,0.98,0.0,1,6845,79.42,B
311,nord,buero,117.2,2024,2025.0,1,1,zweifach,fernwaerme,20.6,3119,,0,0.98,13.32,1,8603,73.42,B
312,ost,einfamilienhaus,237.6,1998,2011.0,4,1,dreifach,oel,20.0,3118,0.159,0,0.8,0.0,1,17406,73.25,B
313,nord,mehrfamilienhaus,128.8,1974,,1,3,dreifach,gas,19.7,2982,0.219,0,0.78,6.43,0,5724,44.45,A
314,sued,buero,140.0,1993,,2,1,zweifach,fernwaerme,21.0,2599,0.134,1,0.94,7.36,1,9519,67.97,B
315,west,schule,195.1,1980,,4,2,zweifach,waermepumpe,19.8,2624,0.236,1,3.02,6.66,0,9994,51.21,B
316,west,mehrfamilienhaus,213.7,1961,1972.0,3,2,zweifach,oel,20.1,2755,0.104,0,0.78,0.0,1,20909,97.86,B
317,nord,einfamilienhaus,142.0,2015,2025.0,1,4,dreifach,waermepumpe,19.3,3379,0.195,0,3.24,0.0,1,7045,49.61,A
318,ost,mehrfamilienhaus,104.4,2016,,1,3,dreifach,fernwaerme,21.1,2994,0.219,0,0.95,0.0,0,5444,52.17,B
319,west,mehrfamilienhaus,344.3,2012,,4,2,zweifach,gas,19.6,3006,0.217,0,0.92,0.0,0,33981,98.68,B
320,sued,einfamilienhaus,142.4,1977,,1,2,alt,pellet,19.0,2845,,0,0.87,7.12,0,11939,83.81,B
321,ost,halle,149.1,1969,1989.0,3,1,dreifach,pellet,17.2,3720,0.17,0,0.86,0.0,0,15909,106.73,C
322,ost,einfamilienhaus,157.8,1953,,3,1,zweifach,gas,19.8,2702,0.153,0,0.94,0.0,0,18729,118.67,C
323,ost,schule,224.1,2004,,5,3,zweifach,pellet,20.3,2665,0.119,0,0.9,0.0,1,24591,109.72,C
324,ost,einfamilienhaus,83.2,1974,,2,2,dreifach,waermepumpe,20.8,2804,0.146,0,3.64,0.0,0,6130,73.68,B
325,ost,einfamilienhaus,408.2,2016,2025.0,8,4,zweifach,gas,20.3,3075,0.132,0,,0.0,0,32948,80.72,B
326,sued,mehrfamilienhaus,147.2,2015,2025.0,3,3,alt,fernwaerme,20.9,3130,0.124,1,0.94,0.0,1,10655,72.41,B
327,ost,mehrfamilienhaus,227.7,1959,1960.0,4,2,dreifach,gas,21.0,3317,0.27,0,0.85,0.0,1,16867,74.08,B
328,sued,buero,93.0,2018,,3,2,zweifach,fernwaerme,21.4,3281,0.094,0,0.84,0.0,0,8961,96.31,B
329,nord,mehrfamilienhaus,186.1,1960,1967.0,4,2,zweifach,pellet,18.2,3312,,1,0.96,0.0,0,20780,111.67,C
330,nord,einfamilienhaus,377.6,1986,1998.0,7,1,zweifach,gas,19.1,3211,0.118,0,0.98,0.0,0,49968,132.33,C
331,ost,schule,352.1,1985,2002.0,7,2,dreifach,fernwaerme,21.6,3672,0.129,1,0.85,8.74,0,38569,109.53,C
332,west,mehrfamilienhaus,224.9,2021,,1,3,zweifach,gas,20.8,2126,0.128,1,0.91,10.19,0,9442,41.99,A
333,west,einfamilienhaus,113.6,1999,2025.0,2,2,alt,fernwaerme,21.7,3122,0.124,1,0.92,0.0,1,12307,108.31,C
334,nord,schule,293.3,2015,2025.0,5,4,dreifach,waermepumpe,19.0,3501,0.226,0,3.04,0.0,0,14518,49.5,A
335,sued,einfamilienhaus,75.4,1994,2000.0,3,3,alt,gas,19.9,3606,0.209,0,0.85,10.65,0,7835,103.89,C
336,sued,einfamilienhaus,111.8,2011,2023.0,4,3,zweifach,fernwaerme,20.1,2369,0.168,0,0.89,0.0,1,8077,72.27,B
337,sued,mehrfamilienhaus,166.1,2013,2025.0,1,3,zweifach,gas,20.7,2803,0.315,0,0.91,0.0,0,9538,57.43,B
338,sued,mehrfamilienhaus,78.3,2014,2025.0,3,4,dreifach,waermepumpe,20.5,2475,0.179,0,2.49,6.39,1,1993,25.44,A
339,west,mehrfamilienhaus,134.6,1980,,1,1,zweifach,waermepumpe,21.1,2471,0.183,0,3.68,0.0,1,9692,72.0,B
340,nord,schule,245.0,1978,,3,3,zweifach,waermepumpe,20.8,3278,0.146,0,3.21,0.0,1,18826,76.83,B
341,sued,einfamilienhaus,122.6,2023,2024.0,2,2,alt,gas,22.1,3242,0.14,0,0.94,0.0,0,13488,109.98,C
342,sued,halle,250.5,2006,,4,2,dreifach,fernwaerme,20.5,3372,0.153,0,0.93,0.0,0,26465,105.67,C
343,sued,einfamilienhaus,461.1,2018,2025.0,6,3,alt,fernwaerme,19.2,2764,0.223,0,0.88,0.0,0,48335,104.82,C
344,nord,einfamilienhaus,205.9,1993,,4,3,zweifach,waermepumpe,,3583,0.209,0,2.77,0.0,1,18648,90.59,B
345,sued,einfamilienhaus,248.4,2019,,5,2,dreifach,fernwaerme,21.5,2881,0.245,0,0.9,0.0,0,21478,86.46,B
346,nord,einfamilienhaus,298.1,2003,,6,2,zweifach,waermepumpe,21.2,3545,0.144,0,2.6,0.0,0,26745,89.73,B
347,sued,einfamilienhaus,140.4,2005,2006.0,2,2,zweifach,gas,20.0,3354,0.209,0,0.84,5.25,1,13287,94.64,B
348,sued,buero,245.7,1963,1982.0,4,1,zweifach,gas,20.8,2882,0.195,0,0.98,0.0,0,26596,108.26,C
349,ost,buero,138.8,1992,2021.0,2,3,alt,pellet,18.6,3477,0.202,0,0.95,0.0,1,12428,89.52,B
350,west,mehrfamilienhaus,199.2,2004,,5,4,zweifach,gas,20.5,2675,0.137,1,0.9,0.0,1,13695,68.76,B
351,west,einfamilienhaus,263.1,2007,2013.0,1,3,dreifach,waermepumpe,18.7,3330,0.128,0,3.46,7.73,0,12976,49.31,A
352,sued,buero,116.0,2021,2025.0,1,2,alt,fernwaerme,21.1,3312,0.207,0,0.98,0.0,0,13990,120.58,C
353,west,einfamilienhaus,55.8,1974,1989.0,1,1,dreifach,waermepumpe,19.2,3426,0.224,1,2.69,4.12,1,4344,77.92,B
354,west,mehrfamilienhaus,111.1,1972,2000.0,1,1,zweifach,fernwaerme,20.7,2685,0.149,1,0.85,0.0,0,9447,85.06,B
355,nord,mehrfamilienhaus,281.5,2022,,4,2,dreifach,waermepumpe,20.9,3278,0.21,0,2.82,5.97,1,16288,57.86,B
356,sued,einfamilienhaus,104.9,2023,2025.0,2,3,dreifach,waermepumpe,20.6,3056,0.24,1,2.52,,0,8159,77.8,B
357,sued,mehrfamilienhaus,274.1,1963,1974.0,4,2,zweifach,fernwaerme,19.7,3105,0.162,0,0.84,0.0,0,19969,72.85,B
358,sued,schule,111.3,1978,,2,1,zweifach,gas,20.6,2991,0.108,0,0.82,0.0,0,11649,104.65,C
359,west,einfamilienhaus,155.5,2021,2025.0,3,4,dreifach,gas,21.9,3600,0.114,1,0.89,0.0,1,11665,75.02,B
360,sued,mehrfamilienhaus,171.4,1964,1993.0,3,1,dreifach,gas,20.0,2497,0.146,0,0.92,2.25,0,12886,75.17,B
361,nord,halle,104.6,2008,,1,2,alt,pellet,18.5,3266,0.158,0,0.88,6.74,0,12268,117.23,C
362,sued,einfamilienhaus,156.3,1958,1961.0,2,2,zweifach,gas,19.8,2359,0.178,0,0.88,9.37,0,11131,71.23,B
363,west,einfamilienhaus,80.4,1963,,1,2,zweifach,waermepumpe,21.7,3317,0.179,0,3.71,0.0,0,6489,80.72,B
364,ost,einfamilienhaus,146.2,2008,,1,3,zweifach,fernwaerme,20.6,3294,0.166,0,0.89,0.0,0,12782,87.43,B
365,nord,buero,164.9,1995,2002.0,3,2,alt,gas,19.6,4200,0.214,1,0.92,10.52,1,25153,152.5,C
366,ost,einfamilienhaus,56.8,1991,2015.0,1,3,alt,pellet,20.5,3459,0.142,0,0.88,0.0,1,5855,103.11,C
367,sued,mehrfamilienhaus,110.6,2014,2019.0,3,2,alt,gas,20.2,3066,0.243,1,0.9,4.89,0,11317,102.29,C
368,nord,einfamilienhaus,196.3,1973,1996.0,4,2,dreifach,fernwaerme,22.2,3439,0.227,0,0.98,0.0,0,16345,83.24,B
369,ost,halle,99.3,1987,1995.0,3,2,zweifach,oel,18.4,2989,0.223,0,0.92,0.0,0,12759,128.47,C
370,nord,schule,211.5,1995,2002.0,2,3,dreifach,gas,19.2,3396,0.147,1,0.81,0.0,0,13814,65.33,B
371,sued,mehrfamilienhaus,221.1,2005,2019.0,3,1,zweifach,gas,21.1,3047,0.174,0,0.84,0.0,0,20074,90.78,B
372,nord,halle,196.0,1974,,2,1,zweifach,waermepumpe,20.6,2662,0.216,1,2.57,0.0,1,18115,92.45,B
373,nord,mehrfamilienhaus,244.3,1997,2012.0,3,3,zweifach,gas,,3419,0.17,0,0.85,0.0,0,24497,100.28,C
374,sued,halle,78.2,1983,1996.0,3,1,zweifach,waermepumpe,17.2,2985,0.145,1,3.44,5.69,0,9000,115.14,C
375,nord,einfamilienhaus,268.7,1990,2003.0,6,2,zweifach,fernwaerme,,3964,0.143,0,0.97,9.71,1,30853,114.82,C
376,nord,einfamilienhaus,105.4,2014,2025.0,1,3,alt,gas,20.5,3304,0.145,0,0.85,0.0,0,9164,86.94,B
377,sued,buero,180.6,1979,,2,1,dreifach,gas,20.5,2682,0.122,0,0.91,0.0,1,12920,71.55,B
378,nord,einfamilienhaus,370.4,2000,2025.0,6,2,dreifach,gas,21.0,3444,0.324,1,0.9,0.0,1,31219,84.29,B
379,nord,einfamilienhaus,144.8,2020,2025.0,3,2,zweifach,waermepumpe,20.1,3376,0.082,0,3.0,6.66,0,13279,91.73,B
380,ost,buero,173.4,2007,2023.0,1,2,dreifach,fernwaerme,19.4,3054,,1,0.9,1.0,1,12560,72.42,B
381,ost,mehrfamilienhaus,105.7,2024,2025.0,1,3,zweifach,gas,21.6,2652,0.21,0,0.78,0.0,0,7059,66.79,B
382,sued,einfamilienhaus,368.6,1993,2014.0,7,2,zweifach,fernwaerme,19.2,2895,0.146,1,0.97,0.0,0,38837,105.37,C
383,west,einfamilienhaus,110.7,1971,2008.0,1,1,zweifach,fernwaerme,19.5,2897,0.162,1,0.9,0.0,1,9440,85.24,B
384,ost,einfamilienhaus,230.1,2024,2025.0,3,3,zweifach,fernwaerme,19.1,3024,0.2,1,0.88,0.0,1,15761,68.5,B
385,sued,einfamilienhaus,297.8,1998,2006.0,5,2,alt,gas,21.2,3206,0.232,0,0.87,0.0,0,37653,126.43,C
386,west,einfamilienhaus,240.4,1968,,5,3,alt,gas,20.6,2864,0.166,1,0.93,8.4,0,21516,89.52,B
387,sued,mehrfamilienhaus,201.6,1973,,3,1,zweifach,gas,21.6,2873,0.226,0,0.86,5.64,1,14553,72.2,B
388,west,buero,179.3,1969,1977.0,3,2,dreifach,waermepumpe,19.6,3289,0.095,0,2.59,10.51,1,8829,49.24,A
389,sued,einfamilienhaus,92.6,2012,2020.0,3,2,zweifach,waermepumpe,19.0,2856,0.15,0,2.93,7.25,0,7157,77.27,B
390,sued,einfamilienhaus,360.6,1956,,6,1,zweifach,gas,20.0,3863,0.205,1,0.81,,0,49213,136.46,C
391,west,mehrfamilienhaus,193.9,2005,,2,1,dreifach,gas,20.3,3187,0.279,0,0.92,0.0,1,17218,88.79,B
392,nord,einfamilienhaus,173.5,1991,2004.0,3,1,dreifach,waermepumpe,20.8,2915,0.132,1,2.86,0.0,1,11088,63.92,B
393,west,einfamilienhaus,101.6,1955,1975.0,2,1,dreifach,gas,18.5,2806,0.123,0,0.82,0.0,0,9856,96.96,B
394,sued,einfamilienhaus,177.4,1996,2022.0,5,2,zweifach,fernwaerme,21.1,2621,0.197,0,0.84,,0,13579,76.55,B
395,sued,mehrfamilienhaus,168.4,2006,2025.0,4,3,dreifach,oel,19.4,2661,0.183,0,0.87,0.0,0,11049,65.6,B
396,ost,einfamilienhaus,370.4,2004,2009.0,8,1,zweifach,gas,19.7,3288,0.144,0,0.84,12.28,1,42109,113.7,C
397,ost,einfamilienhaus,173.4,1989,,2,2,zweifach,fernwaerme,21.9,2713,0.119,1,0.88,0.0,1,15935,91.89,B
398,nord,mehrfamilienhaus,176.1,1975,2014.0,2,1,zweifach,gas,17.9,3234,,1,0.94,3.37,1,16354,92.88,B
399,west,buero,102.2,1962,,1,1,zweifach,fernwaerme,20.9,3500,0.206,0,0.97,0.0,1,10818,105.84,C
400,sued,mehrfamilienhaus,120.7,1950,1980.0,2,2,zweifach,gas,20.9,2768,0.163,0,0.88,0.0,0,9440,78.2,B
401,west,schule,217.5,1976,,2,1,zweifach,oel,19.9,3335,0.239,1,0.94,0.0,1,29049,133.57,C
402,ost,mehrfamilienhaus,72.0,1997,,3,2,dreifach,fernwaerme,20.0,2511,0.173,0,0.9,0.0,1,4791,66.57,B
